Name,Platform,Year_of_Release,Genre,Genre_factor,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,GS_Category
Star Fox: Zero,WiiU,2016,Shooter,6,Nintendo,0.17,0.1,0.07,0.36,69,82,74,662,PlatinumGames,E10+,medium
SAW,PS3,2009,Action,4,Konami Digital Entertainment,0.13,0.17,0,0.36,59,41,64,28,Zombie Studios,M,medium
Tom Clancy's HAWX 2,X360,2010,Action,4,Ubisoft,0.24,0.09,0.01,0.36,68,57,63,29,Ubisoft,T,medium
High Heat Major League Baseball 2004,PS2,2003,Sports,0,3DO,0.18,0.14,0,0.36,83,17,81,12,3DO,E,medium
Robots,PS2,2005,Action,4,Vivendi Games,0.18,0.14,0,0.36,53,6,60,8,Eurocom Entertainment Software,E,medium
NARC,PS2,2005,Shooter,6,Midway Games,0.18,0.14,0,0.36,50,24,70,21,Point of View,M,medium
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,9,Namco Bandai Games,0.12,0.02,0.21,0.36,73,21,79,24,Monolith Soft,E10+,medium
Bionic Commando,PS3,2009,Platform,2,Capcom,0.12,0.17,0.01,0.36,71,48,74,62,GRIN,M,medium
Monster Rancher 3,PS2,2001,Simulation,8,Tecmo Koei,0.11,0.09,0.14,0.36,77,13,85,23,Tecmo,E,medium
The Incredibles: Rise of the Underminer,PS2,2005,Action,4,THQ,0.18,0.14,0,0.36,60,12,71,8,Heavy Iron Studios,E10+,medium
Sword Art Online: Lost Song,PSV,2015,Role-Playing,9,Namco Bandai Games,0.06,0.04,0.23,0.36,70,4,71,27,"Bandai Namco Games, Artdink",T,medium
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,4,Nintendo,0.26,0.1,0,0.36,72,7,93,18,Pax Softonica,E,medium
Okage: Shadow King,PS2,2001,Role-Playing,9,Sony Computer Entertainment,0.14,0.11,0.08,0.36,70,23,85,14,Zener Works,T,medium
BlazBlue: Calamity Trigger,X360,2009,Fighting,7,PQube,0.21,0.08,0.04,0.36,86,51,85,70,Arc System Works,T,medium
NBA 2K6,XB,2005,Action,4,Take-Two Interactive,0.27,0.08,0,0.36,84,27,87,15,Visual Concepts,E,medium
Marvel Super Hero Squad,Wii,2009,Fighting,7,THQ,0.3,0.03,0,0.36,49,16,62,14,Blue Tongue Entertainment,E10+,medium
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,4,Disney Interactive Studios,0.31,0.02,0,0.36,63,5,71,12,Traveller's Tales,T,medium
World's Scariest Police Chases,PS,2001,Racing,1,Activision,0.2,0.14,0,0.36,54,16,63,4,UDS,T,medium
MechAssault 2: Lone Wolf,XB,2004,Simulation,8,Microsoft Game Studios,0.27,0.08,0,0.36,81,66,75,23,Day 1 Studios,T,medium
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,9,Square Enix,0.17,0.01,0.16,0.36,80,39,84,57,TOSE,T,medium
Just Dance 2016,PS4,2015,Misc,3,Ubisoft,0.17,0.13,0,0.36,73,10,68,20,Ubisoft,E10+,medium
ESPN NFL Football,XB,2003,Sports,0,Sega,0.27,0.08,0,0.36,91,25,89,45,Visual Concepts,E,medium
Rapala Pro Fishing,PS2,2004,Sports,0,Zoo Digital Publishing,0.18,0.14,0,0.36,59,6,87,32,Activision,E,medium
Spider-Man: Shattered Dimensions,X360,2010,Action,4,Activision,0.24,0.08,0,0.36,76,68,76,96,Beenox,T,medium
TMNT,Wii,2007,Action,4,Ubisoft,0.3,0.03,0,0.36,60,17,59,11,Ubisoft Montreal,E10+,medium
Fossil Fighters: Frontier,3DS,2014,Role-Playing,9,Nintendo,0.08,0.04,0.23,0.36,57,25,48,19,"RED Entertainment, Spike Chunsoft",E10+,medium
Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,9,Sony Computer Entertainment,0.18,0.14,0,0.36,72,39,82,33,Cattle Call,T,medium
Watch Dogs 2,XOne,2016,Action,4,Ubisoft,0.17,0.16,0,0.36,83,9,77,131,Ubisoft Montreal,M,medium
Tiger Woods PGA Tour 09,PSP,2008,Sports,0,Electronic Arts,0.07,0.18,0,0.36,53,4,55,6,Exient Entertainment,E,medium
Harry Potter and the Chamber of Secrets,XB,2002,Action,4,Electronic Arts,0.27,0.08,0,0.36,77,13,72,12,Eurocom Entertainment Software,E,medium
Arctic Thunder,PS2,2001,Racing,1,Midway Games,0.17,0.14,0,0.36,45,23,53,10,Inland Productions,T,medium
ESPN: Sports Connection,WiiU,2012,Sports,0,Ubisoft,0.2,0.12,0,0.36,31,13,27,18,Ubisoft,E,medium
Shrek,XB,2001,Platform,2,TDK Mediactive,0.25,0.1,0,0.36,49,19,54,9,Digital Illusions,T,medium
Dragon's Crown,PSV,2013,Role-Playing,9,Nippon Ichi Software,0.14,0.05,0.12,0.35,78,15,84,198,Vanillaware,T,medium
Wipeout 2048,PSV,2012,Racing,1,Sony Computer Entertainment,0.13,0.17,0,0.35,79,63,82,191,Studio Liverpool,E10+,medium
Trauma Center: Under the Knife,DS,2005,Simulation,8,Nintendo,0.3,0.01,0.02,0.35,81,45,87,45,ITL,T,medium
Earth Defense Force 2025,PS3,2013,Shooter,6,D3Publisher,0.04,0.02,0.27,0.35,69,28,75,52,Sandlot,M,medium
Middle-Earth: Shadow of Mordor,PC,2014,Action,4,Warner Bros. Interactive Entertainment,0.12,0.2,0,0.35,84,17,80,1671,Monolith Productions,M,medium
Suikoden V,PS2,2006,Role-Playing,9,Konami Digital Entertainment,0.08,0.06,0.19,0.35,76,43,76,109,Konami,T,medium
Tiger Woods PGA Tour 14,X360,2013,Sports,0,Electronic Arts,0.21,0.12,0,0.35,77,28,62,26,EA Tiburon,E,medium
LocoRoco 2,PSP,2008,Platform,2,Sony Computer Entertainment,0.21,0.09,0.01,0.35,85,55,84,44,SCE Japan Studio,E,medium
Football Manager Handheld 2010,PSP,2009,Sports,0,Sega,0,0.26,0,0.35,69,10,69,7,Sports Interactive,E,medium
Batman: Rise of Sin Tzu,PS2,2003,Action,4,Ubisoft,0.17,0.13,0,0.35,63,21,83,14,Ubisoft Montreal,T,medium
Worms: Open Warfare 2,DS,2007,Strategy,11,THQ,0.07,0.24,0,0.35,81,25,91,22,"Team 17, Two Tribes",E10+,medium
Dark Void,PS3,2010,Action,4,Capcom,0.18,0.12,0,0.35,59,50,60,36,Airtight Games,T,medium
Guitar Hero: Smash Hits,PS3,2009,Misc,3,Activision,0.2,0.11,0,0.35,73,34,72,9,Beenox,T,medium
NHL 2K10,Wii,2009,Sports,0,Take-Two Interactive,0.32,0.01,0,0.35,79,8,68,16,Take-Two Interactive,E10+,medium
Bloody Roar 3,PS2,2001,Fighting,7,Virgin Interactive,0.15,0.11,0.05,0.35,71,20,86,34,Eighting/Raizing,T,medium
WWE Crush Hour,PS2,2003,Racing,1,THQ,0.17,0.13,0,0.35,56,13,53,8,Pacific Coast Power & Light,T,medium
Persona 2: Eternal Punishment,PS,2000,Role-Playing,9,Atlus,0.03,0.02,0.28,0.35,83,11,84,25,Atlus Co.,T,medium
Homefront: The Revolution,PS4,2016,Shooter,6,Deep Silver,0.06,0.21,0.03,0.35,48,43,38,212,Deep Silver Dambuster Studios,M,medium
Assassin's Creed III,WiiU,2012,Action,4,Ubisoft,0.19,0.13,0,0.35,85,26,71,216,Ubisoft Quebec,M,medium
One Piece: Burning Blood,PS4,2016,Fighting,7,Namco Bandai Games,0.11,0.13,0.07,0.35,66,45,78,49,Spike Chunsoft,T,medium
Star Wars: Flight of the Falcon,GBA,2003,Action,4,THQ,0.25,0.09,0,0.35,39,13,58,11,Pocket Studios,E,medium
Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,7,Ubisoft,0.33,0,0,0.35,67,34,82,21,Game Arts,E10+,medium
Toukiden: The Age of Demons,PSV,2013,Action,4,Tecmo Koei,0.04,0.04,0.25,0.35,71,44,80,136,Omega Force,T,medium
Football Manager 2016,PC,2015,Simulation,8,Sega,0,0.33,0,0.35,81,34,69,97,Sega,E,medium
Resident Evil: Dead Aim,PS2,2003,Action,4,Capcom,0.17,0.13,0,0.35,65,28,66,48,Cavia Inc.,M,medium
Need for Speed Carbon,GC,2006,Racing,1,Electronic Arts,0.27,0.07,0,0.35,75,12,78,14,EA Canada,E10+,medium
EA Sports MMA,X360,2010,Fighting,7,Electronic Arts,0.23,0.09,0,0.35,79,63,70,55,EA Tiburon,T,medium
Defiance,PS3,2013,Shooter,6,Trion Worlds,0.19,0.1,0,0.35,59,21,69,145,Trion Worlds,M,medium
Terminator Salvation,X360,2009,Shooter,6,Warner Bros. Interactive Entertainment,0.13,0.18,0,0.35,48,50,50,53,GRIN,T,medium
Guilty Gear X2,PS2,2002,Fighting,7,Sammy Corporation,0.09,0.07,0.16,0.35,87,31,87,34,Arc System Works,T,medium
Chicken Shoot,Wii,2007,Action,4,Zoo Digital Publishing,0.32,0,0,0.35,27,9,48,26,Destination Software,E10+,medium
Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,6,Ubisoft,0.17,0.13,0,0.35,70,15,69,9,"Red Storm Entertainment, Ubisoft Montreal",M,medium
MotoGP 08,X360,2008,Racing,1,Capcom,0.11,0.2,0,0.35,68,20,56,12,Milestone S.r.l,E,medium
LEGO Marvel's Avengers,XOne,2016,Action,4,Warner Bros. Interactive Entertainment,0.19,0.12,0,0.35,71,18,51,15,TT Games,E10+,medium
Aggressive Inline,PS2,2002,Sports,0,Acclaim Entertainment,0.17,0.13,0,0.35,85,31,87,14,"Z-Axis, Ltd.",T,medium
Mirror's Edge Catalyst,PS4,2016,Platform,2,Electronic Arts,0.11,0.16,0.02,0.35,69,50,47,578,EA DICE,T,medium
Sniper Elite 3,XOne,2014,Shooter,6,505 Games,0.2,0.11,0,0.35,63,12,66,68,Rebellion,M,medium
NFL Street,GC,2004,Sports,0,Electronic Arts,0.27,0.07,0,0.35,81,30,80,4,EA Tiburon,E,medium
Karaoke Revolution,PS2,2003,Misc,3,Konami Digital Entertainment,0.17,0.13,0,0.35,83,29,91,17,Harmonix Music Systems,E,medium
Metal Arms: Glitch in the System,PS2,2003,Shooter,6,Vivendi Games,0.17,0.13,0,0.35,81,28,89,17,Mass Media,T,medium
EverGrace,PS2,2000,Role-Playing,9,Ubisoft,0.1,0.08,0.15,0.35,59,12,78,4,From Software,T,medium
Enemy Territory: Quake Wars,PS3,2008,Shooter,6,Activision,0.23,0.07,0,0.35,60,30,64,14,"Z-Axis, Ltd.",T,medium
Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,9,Kadokawa Shoten,0.19,0.13,0,0.35,86,12,89,37,Game Arts,T,medium
MLB 06: The Show,PSP,2006,Sports,0,Sony Computer Entertainment,0.32,0,0,0.35,83,30,85,32,SCEA San Diego Studios,E,medium
Over the Hedge,GC,2006,Platform,2,Activision,0.27,0.07,0,0.35,61,21,93,6,Edge of Reality,E10+,medium
Charlie and the Chocolate Factory,PS2,2005,Adventure,10,Global Star,0.17,0.13,0,0.35,35,21,41,28,"High Voltage Software, Backbone Entertainment",E,medium
TrackMania Turbo,PS4,2016,Action,4,Ubisoft,0.03,0.26,0,0.35,81,52,79,110,Nadeo,E,medium
Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,0,Electronic Arts,0.2,0.11,0,0.34,85,14,67,7,Electronic Arts,E,medium
Def Jam Icon,X360,2007,Action,4,Electronic Arts,0.3,0.01,0,0.34,69,48,63,108,EA Chicago,M,medium
Dynasty Warriors 5 Empires,PS2,2006,Action,4,Tecmo Koei,0.11,0.09,0.12,0.34,62,23,91,24,Omega Force,T,medium
Call of Duty: Ghosts,WiiU,2013,Shooter,6,Activision,0.22,0.09,0.01,0.34,69,6,34,256,Treyarch,M,medium
Transformers: Dark of the Moon,PS3,2011,Action,4,Activision,0.11,0.18,0,0.34,57,41,56,27,High Moon Studios,T,medium
SoulCalibur,DC,1999,Fighting,7,Namco Bandai Games,0,0,0.34,0.34,98,24,88,200,Namco,T,medium
WipEout 3,PS,1999,Racing,1,Psygnosis,0.19,0.13,0,0.34,89,14,85,15,Psygnosis,E,medium
WWE '12,Wii,2011,Fighting,7,THQ,0.23,0.08,0,0.34,74,6,52,9,Yuke's,T,medium
WWE All Stars,X360,2011,Fighting,7,THQ,0.18,0.14,0,0.34,75,64,72,45,THQ,T,medium
Mini Ninjas,PS3,2009,Action,4,Eidos Interactive,0.14,0.15,0,0.34,73,37,87,62,Io Interactive,E10+,medium
Tekken Tag Tournament 2,X360,2012,Fighting,7,Namco Bandai Games,0.19,0.11,0.01,0.34,83,35,75,90,Namco Bandai Games,T,medium
Driver 2 Advance,GBA,2002,Action,4,Atari,0.25,0.09,0,0.34,73,9,66,14,Sennari Interactive,T,medium
Monster Rancher 4,PS2,2003,Simulation,8,Tecmo Koei,0.08,0.06,0.19,0.34,77,21,91,18,Tecmo,E,medium
Mini Ninjas,DS,2009,Action,4,Eidos Interactive,0.16,0.15,0,0.34,61,10,58,4,Magic Pockets,E10+,medium
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,10,Disney Interactive Studios,0.17,0.13,0,0.34,65,34,86,20,Capcom,E10+,medium
Battalion Wars 2,Wii,2007,Strategy,11,Nintendo,0.22,0.02,0.08,0.34,75,38,76,45,Kuju Entertainment,T,medium
MotorStorm: Arctic Edge,PS2,2009,Racing,1,Sony Computer Entertainment,0.07,0.03,0,0.34,72,10,83,6,Virtuos,T,medium
Hitman: Contracts,XB,2004,Shooter,6,Eidos Interactive,0.26,0.07,0,0.34,78,44,88,15,Io Interactive,M,medium
Supreme Commander 2,X360,2010,Strategy,11,Square Enix,0.23,0.09,0,0.34,75,28,71,23,Gas Powered Games,E10+,medium
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,8,Eidos Interactive,0.17,0.13,0,0.34,65,15,81,7,Core Design Ltd.,T,medium
Racquet Sports,PS3,2010,Sports,0,Ubisoft,0.11,0.17,0,0.34,45,17,43,8,Asobo Studio,E,medium
Company of Heroes 2,PC,2013,Strategy,11,THQ,0.06,0.25,0,0.34,80,82,21,6157,Relic,M,medium
Trauma Center: Second Opinion,Wii,2006,Simulation,8,Nintendo,0.28,0.01,0.03,0.34,80,49,80,47,Atlus,T,medium
WWE Day of Reckoning 2,GC,2005,Fighting,7,THQ,0.26,0.07,0,0.34,76,36,60,263,Yuke's,T,medium
The Urbz: Sims in the City,XB,2004,Simulation,8,Electronic Arts,0.22,0.11,0,0.34,70,28,65,10,Maxis,T,medium
Rayman Legends,XOne,2014,Platform,2,Ubisoft,0.13,0.18,0,0.34,91,6,79,218,Ubisoft Montpellier,E10+,medium
SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,4,THQ,0.31,0,0,0.34,67,5,76,10,Tantatus,E,medium
Monopoly,PS3,2008,Misc,3,Electronic Arts,0.25,0.05,0,0.34,54,4,67,13,Electronic Arts,E,medium
SimCity Creator,DS,2008,Simulation,8,Electronic Arts,0.29,0.02,0,0.34,69,16,73,8,Electronic Arts,E,medium
Tenchu Z,X360,2006,Action,4,Microsoft Game Studios,0.27,0.02,0.02,0.34,56,51,73,58,K2 LLC,M,medium
Conan,PS3,2007,Action,4,THQ,0.13,0.15,0,0.34,69,35,72,40,Nihilistic,M,medium
Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,10,Vivendi Games,0.17,0.13,0,0.34,60,44,63,18,High Voltage Software,M,medium
MVP 06 NCAA Baseball,XB,2006,Sports,0,Electronic Arts,0.25,0.07,0,0.34,75,29,86,17,EA Canada,E,medium
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,7,Namco Bandai Games,0.09,0.07,0.15,0.34,59,16,72,26,Racjin,T,medium
F.E.A.R.,X360,2006,Shooter,6,Vivendi Games,0.28,0.03,0,0.34,85,44,73,131,Day 1 Studios,M,medium
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,11,Ubisoft,0.22,0.09,0,0.34,77,49,79,78,Ubisoft,T,medium
Herbie: Fully Loaded,GBA,2005,Racing,1,Disney Interactive Studios,0.24,0.09,0,0.34,47,9,68,4,Buena Vista Interactive,E,medium
Teenage Mutant Ninja Turtles,GC,2003,Action,4,Konami Digital Entertainment,0.26,0.07,0,0.34,57,25,80,8,Konami,E,medium
Kameo: Elements of Power,X360,2005,Action,4,Microsoft Game Studios,0.28,0.03,0,0.34,79,76,81,107,Rare Ltd.,T,medium
Dynasty Warriors 6 Empires,PS3,2009,Action,4,Tecmo Koei,0.14,0.03,0.15,0.34,62,22,70,26,Omega Force,T,medium
The Shoot,PS3,2010,Shooter,6,Sony Computer Entertainment,0.13,0.15,0.01,0.34,60,39,62,11,Cohort Studios,T,medium
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,5,D3Publisher,0.28,0,0.03,0.34,82,41,87,32,1st Playable Productions,E10+,medium
Dynasty Warriors: Gundam 2,PS2,2008,Action,4,Namco Bandai Games,0.04,0.03,0.25,0.34,52,8,65,8,Omega Force,T,medium
Star Ocean: Second Evolution,PSP,2008,Role-Playing,9,Square Enix,0.14,0.01,0.16,0.34,75,37,71,26,TOSE,T,medium
MXRider,PS2,2001,Racing,1,Atari,0.16,0.13,0,0.34,69,16,68,6,Paradigm Entertainment,E,medium
Delta Force: Black Hawk Down,XB,2005,Shooter,6,NovaLogic,0.25,0.07,0,0.34,61,37,66,19,Climax Group,T,medium
Pirates of the Caribbean: At World's End,X360,2007,Action,4,Disney Interactive Studios,0.29,0.02,0,0.34,58,42,53,21,Eurocom Entertainment Software,T,medium
The Eye of Judgment,PS3,2007,Misc,3,Sony Computer Entertainment,0.28,0,0.02,0.33,75,43,82,51,SCEJ,T,medium
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,6,Ubisoft,0.21,0.11,0,0.33,66,14,60,27,Ubisoft Shanghai,T,medium
NHL 09,PS3,2008,Sports,0,Electronic Arts,0.29,0.02,0,0.33,88,25,77,41,EA Canada,E10+,medium
World of Final Fantasy,PS4,2016,Role-Playing,9,Square Enix,0.08,0.14,0.08,0.33,77,74,83,222,Square Enix,E10+,medium
Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,2,THQ,0.24,0.09,0,0.33,72,21,81,18,Rare Ltd.,E,medium
NHL 17,PS4,2016,Sports,0,Electronic Arts,0.19,0.08,0,0.33,78,26,58,67,"EA Canada, EA Vancouver",E10+,medium
Mega Man ZX Advent,DS,2007,Platform,2,Capcom,0.22,0,0.09,0.33,78,27,86,32,Inti Creates,E10+,medium
NCAA Basketball 10,PS3,2009,Sports,0,Electronic Arts,0.31,0,0,0.33,75,17,78,6,EA Canada,E,medium
Jeanne d'Arc,PSP,2006,Role-Playing,9,Sony Computer Entertainment,0.21,0,0.1,0.33,87,45,82,74,Level 5,T,medium
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,4,Electronic Arts,0.19,0.11,0,0.33,44,31,54,24,EA Bright Light,T,medium
Avatar: The Last Airbender,DS,2006,Adventure,10,THQ,0.3,0.01,0,0.33,64,9,64,7,TOSE,E,medium
Ape Escape Academy,PSP,2004,Misc,3,Sony Computer Entertainment,0.13,0.15,0,0.33,51,48,58,4,Shift,E10+,medium
WWE Wrestlemania XIX,GC,2003,Fighting,7,THQ,0.26,0.07,0,0.33,76,26,87,47,Yuke's,T,medium
The Sims 2,GC,2005,Simulation,8,Electronic Arts,0.26,0.07,0,0.33,73,22,83,8,Maxis,T,medium
Hulk,XB,2003,Action,4,Universal Interactive,0.25,0.07,0,0.33,69,25,77,9,Radical Entertainment,T,medium
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,9,Ubisoft,0.14,0.12,0,0.33,65,46,83,28,Sony Online Entertainment,T,medium
Klonoa 2: Lunatea's Veil,PS2,2001,Platform,2,Sony Computer Entertainment,0.12,0.1,0.08,0.33,91,18,91,72,Namco,E,medium
Deus Ex: Invisible War,XB,2003,Shooter,6,Eidos Interactive,0.25,0.07,0,0.33,84,50,76,37,Ion Storm,M,medium
The King of Fighters XIII,X360,2011,Fighting,7,Rising Star Games,0.23,0.06,0.01,0.33,79,31,82,51,SNK Playmore,T,medium
Tak 2: The Staff of Dreams,GC,2004,Platform,2,THQ,0.26,0.07,0,0.33,75,22,86,8,Avalanche Software,E,medium
Fracture,X360,2008,Shooter,6,LucasArts,0.15,0.14,0,0.33,63,60,62,45,Day 1 Studios,T,medium
Ninja Blade,X360,2009,Action,4,Microsoft Game Studios,0.14,0.14,0.02,0.33,68,65,68,55,From Software,M,medium
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,4,Warner Bros. Interactive Entertainment,0.16,0.11,0,0.33,62,9,67,46,TT Games,E10+,medium
Bee Movie Game,Wii,2007,Action,4,Activision,0.3,0.01,0,0.33,62,16,76,7,Smart Bomb Interactive,E,medium
Kelly Slater's Pro Surfer,PS2,2002,Sports,0,Activision,0.16,0.13,0,0.33,77,19,84,15,Treyarch,E,medium
Sniper: Ghost Warrior 2,PS3,2013,Shooter,6,City Interactive,0.05,0.18,0.03,0.33,52,15,60,82,City Interactive,M,medium
Legends of Wrestling II,PS2,2002,Fighting,7,Acclaim Entertainment,0.16,0.13,0,0.33,59,15,67,6,Acclaim,T,medium
Virtua Tennis 2009,X360,2009,Sports,0,Sega,0.12,0.18,0,0.33,70,43,62,15,Sumo Digital,E,medium
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,7,Capcom,0.27,0.01,0.02,0.33,80,35,80,27,Capcom,T,medium
MLB 09: The Show,PS2,2009,Sports,0,Sony Computer Entertainment,0.16,0.13,0,0.33,79,7,75,12,SCEA San Diego Studios,E,medium
Classic NES Series: Castlevania,GBA,2004,Platform,2,Nintendo,0.17,0.06,0.09,0.33,74,10,86,12,Konami,E,medium
Fight Night Round 3,XB,2006,Fighting,7,Electronic Arts,0.26,0.06,0,0.33,83,32,90,21,EA Chicago,T,medium
Way of the Samurai 2,PS2,2003,Action,4,Capcom,0.05,0.04,0.23,0.33,59,32,90,24,Acquire,M,medium
Planet Puzzle League,DS,2007,Puzzle,5,Nintendo,0.14,0.01,0.16,0.33,86,25,82,15,Intelligent Systems,E,medium
Naruto: Rise of a Ninja,X360,2007,Action,4,Ubisoft,0.29,0.01,0,0.33,78,35,86,84,Ubisoft Montreal,T,medium
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,0,Activision,0.26,0.04,0,0.33,60,4,54,9,Activision,T,medium
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,9,Tecmo Koei,0.09,0.07,0.15,0.33,84,54,64,42,Nippon Ichi Software,T,medium
Clock Tower 3,PS2,2002,Adventure,10,Capcom,0.1,0.08,0.12,0.33,69,28,76,38,SunSoft,M,medium
Etrian Odyssey,DS,2007,Role-Playing,9,Nintendo,0.19,0.02,0.09,0.33,75,30,85,37,"Lancarse, Atlus",T,medium
Call Of Duty 2: Big Red One,GC,2005,Shooter,6,Activision,0.25,0.07,0,0.33,76,28,79,14,Treyarch,T,medium
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,7,Namco Bandai Games,0.12,0.03,0.16,0.33,61,32,66,32,Arc System Works,T,medium
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,9,Tecmo Koei,0.16,0.13,0,0.33,84,42,89,74,Nippon Ichi Software,T,medium
NeoGeo Battle Coliseum,PS2,2005,Fighting,7,Ignition Entertainment,0.16,0.13,0,0.33,66,21,88,6,SNK Playmore,T,medium
Resonance of Fate,X360,2010,Role-Playing,9,Sega,0.12,0.13,0.06,0.33,74,43,77,96,Tri-Ace,T,medium
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,4,Electronic Arts,0.17,0.13,0,0.33,47,6,66,5,EA Bright Light,T,medium
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,2,THQ,0.25,0.07,0,0.33,74,5,77,12,Blitz Games,E,medium
MLB 08: The Show,PSP,2008,Sports,0,Sony Computer Entertainment,0.3,0,0,0.33,83,14,84,12,SCEA San Diego Studios,E,medium
Spy Kids 3-D: Game Over,GBA,2003,Platform,2,Disney Interactive Studios,0.24,0.09,0,0.33,62,4,77,6,Digital Eclipse,E,medium
Power Rangers: Ninja Storm,GBA,2003,Misc,3,THQ,0.24,0.09,0,0.33,55,4,78,6,Natsume,E,medium
Medal of Honor: Warfighter,PC,2012,Action,4,Electronic Arts,0.14,0.15,0,0.33,55,30,54,599,Danger Close,M,medium
MVP Baseball 2005,GC,2005,Sports,0,Electronic Arts,0.25,0.07,0,0.33,88,20,87,16,EA Sports,E,medium
SSX Blur,Wii,2007,Sports,0,Electronic Arts,0.29,0.01,0,0.33,74,52,81,60,EA Montreal,E,medium
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,3,Nippon Ichi Software,0.09,0.05,0.15,0.33,80,55,81,235,Spike Chunsoft,M,medium
Harry Potter and the Half-Blood Prince,PS3,2009,Action,4,Electronic Arts,0.15,0.12,0,0.33,66,35,71,17,EA Bright Light,E10+,medium
Teen Titans,GC,2006,Action,4,THQ,0.25,0.07,0,0.33,63,11,69,11,Artificial Mind and Movement,E10+,medium
MX vs. ATV Untamed,Wii,2008,Racing,1,THQ,0.28,0.02,0,0.33,70,7,83,9,Rainbow Studios,E,medium
Binary Domain,PS3,2012,Action,4,Sega,0.09,0.07,0.14,0.33,72,33,82,179,Sega,M,medium
DECA Sports Freedom,X360,2010,Sports,0,Hudson Soft,0.27,0.04,0,0.33,26,16,37,9,AI,E10+,medium
Major League Baseball 2K6,XB,2006,Sports,0,Take-Two Interactive,0.24,0.07,0,0.33,71,21,57,12,Kush Games,E,medium
Golden Axe: Beast Rider,X360,2008,Action,4,Sega,0.19,0.11,0,0.33,45,33,58,33,Secret Level,M,medium
EA Playground,DS,2007,Sports,0,Electronic Arts,0.29,0.01,0,0.33,60,8,76,13,Piranha Games,E,medium
The Witcher: Enhanced Edition,PC,2008,Role-Playing,9,Atari,0.32,0.01,0,0.32,86,30,85,1660,CD Projekt Red Studio,M,medium
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,10,Nintendo,0.17,0.13,0,0.32,65,26,82,5,Sanzaru Games,E,medium
Iron Man 2,Wii,2010,Action,4,Sega,0.15,0.15,0,0.32,41,11,46,12,High Voltage Software,T,medium
SWAT: Global Strike Team,PS2,2003,Shooter,6,Vivendi Games,0.16,0.12,0,0.32,69,21,78,16,Argonaut Games,M,medium
Battlestations: Pacific,X360,2009,Strategy,11,Eidos Interactive,0.17,0.11,0.01,0.32,76,48,74,41,Eidos Interactive,T,medium
Elebits,Wii,2006,Action,4,Konami Digital Entertainment,0.22,0.01,0.08,0.32,75,46,74,33,Konami,E,medium
Def Jam Rapstar,PS3,2010,Misc,3,Konami Digital Entertainment,0.25,0.04,0,0.32,75,25,63,4,"Terminal Reality, 4mm Games",T,medium
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,3,Sega,0.16,0.04,0.1,0.32,80,32,85,71,Sega,E10+,medium
Just Dance 2016,XOne,2015,Misc,3,Ubisoft,0.25,0.04,0,0.32,66,10,61,18,Ubisoft,E10+,medium
Golden Axe: Beast Rider,PS3,2008,Action,4,Sega,0.13,0.14,0,0.32,44,30,56,23,Secret Level,M,medium
Dead Space 2,PC,2011,Shooter,6,Electronic Arts,0.13,0.15,0,0.32,87,28,83,974,Visceral Games,M,medium
Kinetica,PS2,2001,Racing,1,Sony Computer Entertainment,0.16,0.12,0,0.32,77,21,83,21,SCE Santa Monica,T,medium
The Black Eyed Peas Experience,X360,2011,Misc,3,Ubisoft,0.2,0.1,0,0.32,66,17,58,8,iNiS,T,medium
NBA Street V3,XB,2005,Sports,0,Electronic Arts,0.28,0.03,0,0.32,89,41,89,10,EA Canada,E,medium
